contract_ref,contract_name,exhibit,setting,covered_entity,code_type,procedure_code,description,methodology_code,rate_basis,base_year,percentage,rvu,conversion_factor,units_note,allowed_2025,allowed_2026
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,22795,"Musculoskeletal / Ortho procedure, code 22795 (specimen)",RBRVS,130% MPFS,2025,130,3.45,32.7442,,146.86,151.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,22885,"Musculoskeletal / Ortho procedure, code 22885 (specimen)",RBRVS,130% MPFS,2025,130,6.83,32.7442,,290.74,299.46
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,22975,"Musculoskeletal / Ortho procedure, code 22975 (specimen)",RBRVS,130% MPFS,2025,130,15.39,32.7442,,655.11,674.76
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23065,"Musculoskeletal / Ortho procedure, code 23065 (specimen)",RBRVS,130% MPFS,2025,130,19.52,32.7442,,830.92,855.85
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23155,"Musculoskeletal / Ortho procedure, code 23155 (specimen)",RBRVS,130% MPFS,2025,130,9.02,32.7442,,383.96,395.48
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23245,"Musculoskeletal / Ortho procedure, code 23245 (specimen)",RBRVS,130% MPFS,2025,130,4.66,32.7442,,198.36,204.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23335,"Musculoskeletal / Ortho procedure, code 23335 (specimen)",RBRVS,130% MPFS,2025,130,10.16,32.7442,,432.49,445.46
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23425,"Musculoskeletal / Ortho procedure, code 23425 (specimen)",RBRVS,130% MPFS,2025,130,4.66,32.7442,,198.36,204.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23515,"Musculoskeletal / Ortho procedure, code 23515 (specimen)",RBRVS,130% MPFS,2025,130,29.29,32.7442,,1246.80,1284.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23605,"Musculoskeletal / Ortho procedure, code 23605 (specimen)",RBRVS,130% MPFS,2025,130,20.81,32.7442,,885.83,912.40
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23695,"Musculoskeletal / Ortho procedure, code 23695 (specimen)",RBRVS,130% MPFS,2025,130,4.65,32.7442,,197.94,203.88
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23785,"Musculoskeletal / Ortho procedure, code 23785 (specimen)",RBRVS,130% MPFS,2025,130,24.17,32.7442,,1028.86,1059.73
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23875,"Musculoskeletal / Ortho procedure, code 23875 (specimen)",RBRVS,130% MPFS,2025,130,4.03,32.7442,,171.55,176.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,23965,"Musculoskeletal / Ortho procedure, code 23965 (specimen)",RBRVS,130% MPFS,2025,130,15.37,32.7442,,654.26,673.89
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24055,"Musculoskeletal / Ortho procedure, code 24055 (specimen)",RBRVS,130% MPFS,2025,130,5.52,32.7442,,234.97,242.02
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24145,"Musculoskeletal / Ortho procedure, code 24145 (specimen)",RBRVS,130% MPFS,2025,130,15.48,32.7442,,658.94,678.71
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24235,"Musculoskeletal / Ortho procedure, code 24235 (specimen)",RBRVS,130% MPFS,2025,130,23.9,32.7442,,1017.36,1047.88
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24325,"Musculoskeletal / Ortho procedure, code 24325 (specimen)",RBRVS,130% MPFS,2025,130,23.21,32.7442,,987.99,1017.63
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24415,"Musculoskeletal / Ortho procedure, code 24415 (specimen)",RBRVS,130% MPFS,2025,130,29.3,32.7442,,1247.23,1284.65
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24505,"Musculoskeletal / Ortho procedure, code 24505 (specimen)",RBRVS,130% MPFS,2025,130,16.68,32.7442,,710.03,731.33
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24595,"Musculoskeletal / Ortho procedure, code 24595 (specimen)",RBRVS,130% MPFS,2025,130,17.01,32.7442,,724.07,745.79
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24685,"Musculoskeletal / Ortho procedure, code 24685 (specimen)",RBRVS,130% MPFS,2025,130,4.67,32.7442,,198.79,204.75
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24775,"Musculoskeletal / Ortho procedure, code 24775 (specimen)",RBRVS,130% MPFS,2025,130,23.77,32.7442,,1011.83,1042.18
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24865,"Musculoskeletal / Ortho procedure, code 24865 (specimen)",RBRVS,130% MPFS,2025,130,8.77,32.7442,,373.32,384.52
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,24955,"Musculoskeletal / Ortho procedure, code 24955 (specimen)",RBRVS,130% MPFS,2025,130,26.01,32.7442,,1107.18,1140.40
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25045,"Musculoskeletal / Ortho procedure, code 25045 (specimen)",RBRVS,130% MPFS,2025,130,27.06,32.7442,,1151.88,1186.44
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25135,"Musculoskeletal / Ortho procedure, code 25135 (specimen)",RBRVS,130% MPFS,2025,130,28.83,32.7442,,1227.22,1264.04
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25225,"Musculoskeletal / Ortho procedure, code 25225 (specimen)",RBRVS,130% MPFS,2025,130,27.06,32.7442,,1151.88,1186.44
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25315,"Musculoskeletal / Ortho procedure, code 25315 (specimen)",RBRVS,130% MPFS,2025,130,26.28,32.7442,,1118.67,1152.23
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25405,"Musculoskeletal / Ortho procedure, code 25405 (specimen)",RBRVS,130% MPFS,2025,130,21.74,32.7442,,925.42,953.18
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25495,"Musculoskeletal / Ortho procedure, code 25495 (specimen)",RBRVS,130% MPFS,2025,130,14.77,32.7442,,628.72,647.58
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25585,"Musculoskeletal / Ortho procedure, code 25585 (specimen)",RBRVS,130% MPFS,2025,130,9.2,32.7442,,391.62,403.37
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25675,"Musculoskeletal / Ortho procedure, code 25675 (specimen)",RBRVS,130% MPFS,2025,130,28.27,32.7442,,1203.38,1239.48
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25765,"Musculoskeletal / Ortho procedure, code 25765 (specimen)",RBRVS,130% MPFS,2025,130,7.12,32.7442,,303.08,312.17
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25855,"Musculoskeletal / Ortho procedure, code 25855 (specimen)",RBRVS,130% MPFS,2025,130,22.93,32.7442,,976.07,1005.35
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,25945,"Musculoskeletal / Ortho procedure, code 25945 (specimen)",RBRVS,130% MPFS,2025,130,21.05,32.7442,,896.05,922.93
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26035,"Musculoskeletal / Ortho procedure, code 26035 (specimen)",RBRVS,130% MPFS,2025,130,7.5,32.7442,,319.26,328.84
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26125,"Musculoskeletal / Ortho procedure, code 26125 (specimen)",RBRVS,130% MPFS,2025,130,21.21,32.7442,,902.86,929.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26215,"Musculoskeletal / Ortho procedure, code 26215 (specimen)",RBRVS,130% MPFS,2025,130,14.92,32.7442,,635.11,654.16
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26305,"Musculoskeletal / Ortho procedure, code 26305 (specimen)",RBRVS,130% MPFS,2025,130,7.39,32.7442,,314.57,324.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26395,"Musculoskeletal / Ortho procedure, code 26395 (specimen)",RBRVS,130% MPFS,2025,130,22.38,32.7442,,952.66,981.24
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26485,"Musculoskeletal / Ortho procedure, code 26485 (specimen)",RBRVS,130% MPFS,2025,130,27.93,32.7442,,1188.91,1224.58
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26575,"Musculoskeletal / Ortho procedure, code 26575 (specimen)",RBRVS,130% MPFS,2025,130,22.98,32.7442,,978.20,1007.55
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26665,"Musculoskeletal / Ortho procedure, code 26665 (specimen)",RBRVS,130% MPFS,2025,130,25.2,32.7442,,1072.70,1104.88
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26755,"Musculoskeletal / Ortho procedure, code 26755 (specimen)",RBRVS,130% MPFS,2025,130,14.72,32.7442,,626.59,645.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26845,"Musculoskeletal / Ortho procedure, code 26845 (specimen)",RBRVS,130% MPFS,2025,130,22.39,32.7442,,953.09,981.68
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,26935,"Musculoskeletal / Ortho procedure, code 26935 (specimen)",RBRVS,130% MPFS,2025,130,12.99,32.7442,,552.95,569.54
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27025,"Musculoskeletal / Ortho procedure, code 27025 (specimen)",RBRVS,130% MPFS,2025,130,26.77,32.7442,,1139.53,1173.72
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27115,"Musculoskeletal / Ortho procedure, code 27115 (specimen)",RBRVS,130% MPFS,2025,130,28.25,32.7442,,1202.53,1238.61
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27205,"Musculoskeletal / Ortho procedure, code 27205 (specimen)",RBRVS,130% MPFS,2025,130,26.85,32.7442,,1142.94,1177.23
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27295,"Musculoskeletal / Ortho procedure, code 27295 (specimen)",RBRVS,130% MPFS,2025,130,26.59,32.7442,,1131.87,1165.83
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27385,"Musculoskeletal / Ortho procedure, code 27385 (specimen)",RBRVS,130% MPFS,2025,130,11.78,32.7442,,501.44,516.48
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27475,"Musculoskeletal / Ortho procedure, code 27475 (specimen)",RBRVS,130% MPFS,2025,130,27.05,32.7442,,1151.45,1185.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27565,"Musculoskeletal / Ortho procedure, code 27565 (specimen)",RBRVS,130% MPFS,2025,130,11.64,32.7442,,495.49,510.35
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27655,"Musculoskeletal / Ortho procedure, code 27655 (specimen)",RBRVS,130% MPFS,2025,130,5.72,32.7442,,243.49,250.79
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27745,"Musculoskeletal / Ortho procedure, code 27745 (specimen)",RBRVS,130% MPFS,2025,130,10.19,32.7442,,433.76,446.77
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27835,"Musculoskeletal / Ortho procedure, code 27835 (specimen)",RBRVS,130% MPFS,2025,130,9.86,32.7442,,419.72,432.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,27925,"Musculoskeletal / Ortho procedure, code 27925 (specimen)",RBRVS,130% MPFS,2025,130,19.32,32.7442,,822.40,847.07
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28015,"Musculoskeletal / Ortho procedure, code 28015 (specimen)",RBRVS,130% MPFS,2025,130,25.42,32.7442,,1082.06,1114.52
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28105,"Musculoskeletal / Ortho procedure, code 28105 (specimen)",RBRVS,130% MPFS,2025,130,6.72,32.7442,,286.05,294.63
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28195,"Musculoskeletal / Ortho procedure, code 28195 (specimen)",RBRVS,130% MPFS,2025,130,26.76,32.7442,,1139.11,1173.28
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28285,"Musculoskeletal / Ortho procedure, code 28285 (specimen)",RBRVS,130% MPFS,2025,130,20.6,32.7442,,876.89,903.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28375,"Musculoskeletal / Ortho procedure, code 28375 (specimen)",RBRVS,130% MPFS,2025,130,29.36,32.7442,,1249.78,1287.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28465,"Musculoskeletal / Ortho procedure, code 28465 (specimen)",RBRVS,130% MPFS,2025,130,28.83,32.7442,,1227.22,1264.04
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28555,"Musculoskeletal / Ortho procedure, code 28555 (specimen)",RBRVS,130% MPFS,2025,130,18.81,32.7442,,800.69,824.71
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28645,"Musculoskeletal / Ortho procedure, code 28645 (specimen)",RBRVS,130% MPFS,2025,130,9.81,32.7442,,417.59,430.12
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28735,"Musculoskeletal / Ortho procedure, code 28735 (specimen)",RBRVS,130% MPFS,2025,130,4.39,32.7442,,186.87,192.48
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28825,"Musculoskeletal / Ortho procedure, code 28825 (specimen)",RBRVS,130% MPFS,2025,130,17.21,32.7442,,732.59,754.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,28915,"Musculoskeletal / Ortho procedure, code 28915 (specimen)",RBRVS,130% MPFS,2025,130,9.23,32.7442,,392.90,404.69
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,29005,"Musculoskeletal / Ortho procedure, code 29005 (specimen)",RBRVS,130% MPFS,2025,130,13.18,32.7442,,561.04,577.87
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,29095,"Musculoskeletal / Ortho procedure, code 29095 (specimen)",RBRVS,130% MPFS,2025,130,24.33,32.7442,,1035.67,1066.74
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,29185,"Musculoskeletal / Ortho procedure, code 29185 (specimen)",RBRVS,130% MPFS,2025,130,12.15,32.7442,,517.19,532.71
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,29275,"Musculoskeletal / Ortho procedure, code 29275 (specimen)",RBRVS,130% MPFS,2025,130,23.05,32.7442,,981.18,1010.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,29365,"Musculoskeletal / Ortho procedure, code 29365 (specimen)",RBRVS,130% MPFS,2025,130,26.81,32.7442,,1141.23,1175.47
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,29455,"Musculoskeletal / Ortho procedure, code 29455 (specimen)",RBRVS,130% MPFS,2025,130,23.24,32.7442,,989.27,1018.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.1 Professional,Professional,Keystone Cardiology (org),CPT,29545,"Musculoskeletal / Ortho procedure, code 29545 (specimen)",RBRVS,130% MPFS,2025,130,11.76,32.7442,,500.59,515.61
